x,y,dataset
0.004704464,0.0009752076,rna10k
-0.020524468,-0.0035899777,rna10k
-0.0037350296,-0.0030758183,rna10k
0.0026110269,0.001860468,rna10k
0.0016934413,0.004579515,rna10k
-0.0041442118,-0.0056368005,rna10k
0.014393908,-0.0016791519,rna10k
-0.00040576156,-0.005342135,rna10k
0.0006317246,-0.0061516245,rna10k
-0.0007786531,0.018074704,rna10k
-0.008465502,-0.022372544,rna10k
-0.0035780217,0.01921124,rna10k
-0.004086165,0.00033277587,rna10k
-0.0065656537,-0.006359234,rna10k
-0.0009160357,-0.005762855,rna10k
-0.021315355,-0.0035318702,rna10k
0.00014845557,-0.0212405,rna10k
-0.008169413,0.02004024,rna10k
-0.0038657533,0.0022716895,rna10k
0.0014670754,-0.0058530862,rna10k
0.0027016643,-0.0019870114,rna10k
-0.012928767,0.0047017043,rna10k
0.005012578,0.0018365049,rna10k
0.0066489987,-0.00019513398,rna10k
0.004949757,-0.0051366054,rna10k
-0.00043917223,0.0019040209,rna10k
-0.004491186,-0.0041940897,rna10k
-0.00527088,-0.006149014,rna10k
0.00036427466,0.017189652,rna10k
-0.0074631902,0.0018688163,rna10k
0.0055591995,0.0016126703,rna10k
-0.0017696151,0.001953616,rna10k
0.012163224,-0.015526308,rna10k
-0.00871538,0.0015283531,rna10k
0.0072005303,0.019394444,rna10k
0.0034511024,-0.025883282,rna10k
-0.0018343666,-0.0020111792,rna10k
0.0049060467,-0.005788821,rna10k
-0.0196486,-0.0020401122,rna10k
0.0061287484,-0.001197329,rna10k
9.8188844e-05,-0.019602664,rna10k
-0.002421044,-0.0062793912,rna10k
-0.0043078884,0.0019180597,rna10k
-0.007878133,0.0024389026,rna10k
-0.0064126267,0.0019024563,rna10k
0.0016715518,-0.021907058,rna10k
-0.002455814,0.0064147324,rna10k
0.00026230954,0.0042993817,rna10k
-0.0142599065,-0.003999046,rna10k
-0.010664007,0.0018125426,rna10k
0.0036439302,-0.004811312,rna10k
0.0005271135,0.0025598896,rna10k
0.0023550377,0.0022485554,rna10k
-0.0047007753,-0.0040695113,rna10k
0.0004925919,-0.022171104,rna10k
-0.0020271784,0.0049914005,rna10k
0.001580574,-0.00043724978,rna10k
0.0042686933,-0.0013477234,rna10k
-0.0037961532,0.0024004413,rna10k
0.0011359839,-0.0015811905,rna10k
0.004233008,0.00092056114,rna10k
0.0045972797,0.0019009806,rna10k
0.0036049937,-0.0060151066,rna10k
0.0074851303,0.0071341423,rna10k
-0.002462159,0.019898422,rna10k
-0.0011375296,0.0018968205,rna10k
0.0023692758,0.0019092724,rna10k
-0.017811188,-0.012262863,rna10k
0.0033100487,0.013622173,rna10k
-0.0028147995,0.021750078,rna10k
-0.0021261617,-0.0012176122,rna10k
0.005949281,-0.0038258403,rna10k
0.02103239,-0.006178495,rna10k
0.004673732,0.007900799,rna10k
-0.0018318342,-0.0055413544,rna10k
0.010019806,0.002581494,rna10k
0.000925223,0.016036123,rna10k
-0.0010717888,0.0016817108,rna10k
-0.020403177,0.0029343478,rna10k
0.01720579,-0.0048528532,rna10k
0.0016916115,0.000983513,rna10k
-0.0156130595,-0.009780031,rna10k
0.04755921,0.0035125562,rna10k
0.005581759,-0.0040434473,rna10k
-0.0019006693,0.007715342,rna10k
0.0045310045,-0.002013796,rna10k
0.0044152546,0.00084704417,rna10k
0.0024637454,-0.0037797624,rna10k
-0.004217953,-0.0065785884,rna10k
-0.00522806,-0.004764536,rna10k
-0.0107514085,-0.0060677896,rna10k
-0.003876942,-0.0046415552,rna10k
-0.0024444875,-0.0058304393,rna10k
-0.009992182,0.0013483803,rna10k
-0.006917269,0.015832465,rna10k
0.0020196817,-0.005509995,rna10k
-0.024072083,-0.0066803624,rna10k
-0.014463013,-0.0052533573,rna10k
0.0032329948,0.0019750842,rna10k
0.0025930805,0.019081088,rna10k
-0.00043328968,0.0063695037,rna10k
-0.001021159,0.005176157,rna10k
-0.0027537122,-0.002921856,rna10k
-0.00029027218,0.017250411,rna10k
0.020960148,0.0015846451,rna10k
-0.0026027092,-0.019580878,rna10k
0.0006475371,0.007092353,rna10k
0.013143206,-0.028794974,rna10k
0.01294121,0.019338476,rna10k
0.011583776,0.0025719507,rna10k
0.00066008815,0.008113279,rna10k
-0.020509157,0.0015858352,rna10k
-0.006364817,0.0015508955,rna10k
-0.003009558,0.0024453977,rna10k
0.0024783832,0.0020013177,rna10k
-0.005393443,-0.0050763777,rna10k
-0.0043307296,-0.0066519305,rna10k
-0.00028680105,-0.020736175,rna10k
-0.003833294,-0.0048077214,rna10k
0.007616072,0.0057433005,rna10k
-0.01775017,-0.0026845091,rna10k
0.0070891306,-0.0014614351,rna10k
-0.0013828116,7.720116e-05,rna10k
-0.0051118354,0.0019533306,rna10k
0.0059362347,0.00018073033,rna10k
0.0072600334,-0.0056863525,rna10k
0.003614389,-0.0036891494,rna10k
-0.00029991314,0.0021235682,rna10k
-0.0050330083,-0.002779187,rna10k
0.0027655708,-0.001071374,rna10k
-0.0016900238,0.008015068,rna10k
-0.006971724,3.402875e-05,rna10k
-0.014457158,0.0019457275,rna10k
-0.0069656232,-0.0064423704,rna10k
0.008368762,0.018786918,rna10k
0.0080866115,-0.0015365245,rna10k
-0.004577193,0.0023693882,rna10k
0.0010565859,0.0017882738,rna10k
-0.027001375,-0.0036429758,rna10k
0.0051540365,0.0018886102,rna10k
-0.016818488,0.002789599,rna10k
-0.001860349,0.002035835,rna10k
-0.056448117,-0.028927146,rna10k
-0.0014419132,0.01713726,rna10k
-0.004028885,0.014419914,rna10k
0.0048449943,0.0026070892,rna10k
0.00554191,0.0027514552,rna10k
-0.005456194,0.0019255418,rna10k
-0.0044047832,0.0019965514,rna10k
-0.0035016364,-0.0066362475,rna10k
0.0007969707,0.0042879754,rna10k
-0.0053692968,0.001847156,rna10k
-0.0013452033,0.001762724,rna10k
0.0034555239,-0.02063299,rna10k
-0.0039702933,0.012593499,rna10k
0.009996946,0.004943215,rna10k
0.002225947,0.0016936681,rna10k
-0.00647817,0.0014976712,rna10k
-0.005576995,-0.02034509,rna10k
0.0073111583,-0.001402402,rna10k
0.017575687,-0.0053060087,rna10k
0.003479268,-0.0057047936,rna10k
-0.0011368631,0.017727705,rna10k
-0.0053109988,-0.004107159,rna10k
-0.0073951394,-0.005238113,rna10k
0.0044683497,-0.005918407,rna10k
-0.011633243,0.0010256057,rna10k
0.0028562818,0.0021005517,rna10k
0.0030826654,-0.021883853,rna10k
0.008079277,0.021969663,rna10k
0.0035329112,0.01781799,rna10k
-0.0036922249,0.0016668002,rna10k
0.0035485956,0.01906704,rna10k
-0.00039857926,-0.0060907598,rna10k
0.0019837187,0.0021782818,rna10k
-0.002552597,0.0017879414,rna10k
-0.0010625602,0.0069928975,rna10k
-0.014782716,-0.002465746,rna10k
0.00066568574,0.0024277573,rna10k
0.0033120962,-0.0055923783,rna10k
0.0064916178,-0.02043926,rna10k
-0.0033694017,-0.0038232307,rna10k
-1.1545696e-05,-0.0058371723,rna10k
0.013878545,-0.022638636,rna10k
-0.0008537942,0.0019083095,rna10k
0.008837672,-0.0023919817,rna10k
-0.0016382835,0.0066092503,rna10k
0.00093608105,0.0018601695,rna10k
-0.0009801015,0.007912626,rna10k
-0.0036839335,0.008021356,rna10k
0.004924185,0.0014436422,rna10k
0.0025325639,0.001581356,rna10k
-0.013456457,-0.0041074585,rna10k
0.011576467,-0.006475922,rna10k
-0.00071274675,-0.005291387,rna10k
-0.0048872875,0.0026312901,rna10k
0.0037748415,0.003755368,rna10k
0.0061724936,-0.0059546987,rna10k
0.018533796,0.008549985,rna10k
0.00041498363,0.002258399,rna10k
0.0011948459,0.0019810954,rna10k
-0.004344135,-0.0040232404,rna10k
0.0048031854,0.019772837,rna10k
-0.0038071685,0.013274088,rna10k
0.013090375,0.018441452,rna10k
0.0035914702,-0.0035078186,rna10k
0.017162185,-0.0051193535,rna10k
0.011502423,0.0186773,rna10k
0.0080039045,0.019985938,rna10k
-0.007502309,-0.011579751,rna10k
0.013878079,-0.0034070692,rna10k
0.0019959016,0.005671596,rna10k
0.0032093688,0.01895346,rna10k
0.00058274425,0.015548829,rna10k
0.00075938215,-0.0022903474,rna10k
-0.002698243,0.008149475,rna10k
0.0050701946,0.0014887805,rna10k
-0.0024060344,0.007743246,rna10k
0.0048219017,0.002563994,rna10k
0.0016993405,0.0022552896,rna10k
-0.0034353018,0.009270919,rna10k
0.0054297843,0.0010424445,rna10k
-0.0032664381,-0.006390303,rna10k
-0.0008379661,-0.021976592,rna10k
-0.0078878375,-0.022374885,rna10k
0.0015257975,0.015690105,rna10k
-0.006680703,-0.0046209795,rna10k
-0.007686669,0.020846821,rna10k
0.007399444,-0.005607664,rna10k
-0.011624886,0.011118143,rna10k
0.0013120468,0.00097610126,rna10k
-0.00031284706,0.0017943855,rna10k
0.008093053,-0.0024490044,rna10k
-0.0026135743,-0.0012436816,rna10k
-0.0025718599,-0.0055696885,rna10k
-0.0026720683,-0.022218993,rna10k
-0.0033426106,-0.0054730466,rna10k
0.0028991508,-0.005449398,rna10k
0.024290994,0.0002864994,rna10k
0.000737523,-0.0054530934,rna10k
-0.00622337,0.0019603178,rna10k
-0.0028517512,0.0086489245,rna10k
0.0045782705,-0.0012310052,rna10k
0.0038029458,-0.029368615,rna10k
0.0031173828,0.0016326233,rna10k
-0.0047882046,-0.016138518,rna10k
0.0011584022,0.0034046455,rna10k
0.0043692314,-0.00028407556,rna10k
0.008056796,-0.0027344243,rna10k
-0.0027995496,-0.005875477,rna10k
0.008424883,-0.002659437,rna10k
-0.0038053272,-0.021406693,rna10k
0.0067383214,-0.0073605045,rna10k
-0.0062216907,0.011461589,rna10k
0.02215734,0.003007351,rna10k
-0.012829228,-0.0038299044,rna10k
-0.003021532,-0.0042463355,rna10k
-0.0011206819,0.001861503,rna10k
0.008294352,-0.0018009404,rna10k
-0.00051713694,0.0016256178,rna10k
0.0027384593,0.0018463955,rna10k
0.00035931112,0.00240077,rna10k
-0.0027511148,0.0013886702,rna10k
0.002882984,0.0014702361,rna10k
5.8564492e-05,0.0031242883,rna10k
-0.0047857594,0.0019179019,rna10k
-0.0029724366,0.0060560475,rna10k
0.0011519566,-0.0014482486,rna10k
0.010763241,-0.005278831,rna10k
-0.0056044445,-0.0037924745,rna10k
0.009236845,0.018991083,rna10k
0.00059487566,-0.025130417,rna10k
-0.009097719,0.001994959,rna10k
0.014343086,-0.000540836,rna10k
0.004492328,-0.005822647,rna10k
0.031221105,0.0088609345,rna10k
0.004730757,0.0013937321,rna10k
-0.003782392,0.0064271656,rna10k
0.0010934563,-0.025212694,rna10k
0.0011212787,-2.9414014e-05,rna10k
-0.025501208,0.0031784885,rna10k
-0.008025133,-0.0009622335,rna10k
0.0068797115,-0.00020182443,rna10k
-0.0006577008,-0.004693164,rna10k
-0.009265776,0.0037770607,rna10k
0.00037135527,0.002641261,rna10k
0.0016220569,-0.0063306578,rna10k
-0.004182709,0.0081191715,rna10k
0.0058453027,0.00013802855,rna10k
0.0021778475,3.3070977e-05,rna10k
-0.003107895,0.007444194,rna10k
0.002924449,-0.005795337,rna10k
0.001345771,0.0038731254,rna10k
-0.000659716,0.0054509044,rna10k
0.004524793,6.0215392e-05,rna10k
-0.0032817342,-0.006452304,rna10k
0.0036866777,-0.015597945,rna10k
-0.001241128,0.0020948711,rna10k
-0.0044974107,0.001994934,rna10k
0.021405255,0.0048452504,rna10k
0.0035552701,-0.006323547,rna10k
0.00047969722,0.0002942145,rna10k
-0.004110725,0.013370293,rna10k
0.02075821,0.003832736,rna10k
-0.000853988,0.004840132,rna10k
-0.011103571,-0.00062256213,rna10k
0.0037886437,-0.0058496194,rna10k
0.003206703,0.001934152,rna10k
0.009774688,-0.0054165875,rna10k
0.012747425,-0.0142656015,rna10k
0.00050165574,0.0020893558,rna10k
0.0007409058,-0.023473343,rna10k
0.00024855157,0.0021077383,rna10k
0.011382052,0.0076137753,rna10k
0.0007988994,0.0023895584,rna10k
-0.005796995,0.021042084,rna10k
0.0041403817,0.00210698,rna10k
-0.0060591823,-0.0053417184,rna10k
0.00059889397,0.0018011342,rna10k
0.0075069945,-0.0017181843,rna10k
-0.003933714,0.0022610298,rna10k
-0.0026998161,4.817472e-05,rna10k
0.0041339905,0.0037042578,rna10k
-0.0007021159,-0.0054937904,rna10k
0.00034183002,0.002338274,rna10k
-0.000107747175,0.0021844541,rna10k
-0.0048486525,0.011474902,rna10k
-5.1026498e-05,0.0018873473,rna10k
-0.006933577,0.020365177,rna10k
0.021319345,-0.016114058,rna10k
-0.0013164873,0.0037395093,rna10k
0.003678478,0.0015054487,rna10k
-0.00020612185,-0.006337075,rna10k
-0.0006621589,0.0131153,rna10k
-0.00025475415,-0.006888053,rna10k
-0.0009792161,0.002016831,rna10k
-0.005200662,0.0065663964,rna10k
-0.0014438429,-0.0045517506,rna10k
-0.010741849,7.516178e-05,rna10k
-0.005919468,0.0060362793,rna10k
-0.005173016,-0.00401445,rna10k
0.005601436,-0.004658229,rna10k
0.002107179,0.004620891,rna10k
-0.0067593437,-0.006414708,rna10k
-0.0062130587,-0.008490088,rna10k
-0.00024044742,0.008464707,rna10k
-0.0018817673,0.007655642,rna10k
0.0047254604,0.01956206,rna10k
0.002205053,0.0051410524,rna10k
-0.0016234491,0.0020253416,rna10k
-0.00036601548,0.0070368997,rna10k
-0.0010462474,0.015438334,rna10k
-0.0010555675,-0.020116456,rna10k
0.004077127,0.002050424,rna10k
-0.036572002,0.0013626193,rna10k
-0.0029951618,-0.0024065769,rna10k
-0.006408825,-0.004838411,rna10k
-0.0023631125,0.0019460577,rna10k
-0.0026395915,0.0015718266,rna10k
-0.0027875304,-0.004249454,rna10k
0.0029088915,-0.002428019,rna10k
-0.0015813729,0.007340565,rna10k
-0.008267692,0.002807521,rna10k
0.0003818618,0.0027841695,rna10k
-0.006999024,0.0016341985,rna10k
-0.0068898546,0.0019837643,rna10k
0.02196136,-0.0035206063,rna10k
-0.0014522386,0.007980535,rna10k
0.018461147,-0.023886634,rna10k
-0.003112923,-0.0048602936,rna10k
-0.00083223154,-0.004706258,rna10k
-0.002829041,-0.0059404406,rna10k
-0.0019254435,-0.006168505,rna10k
0.0033871033,-0.00011059944,rna10k
-0.005942267,-0.006039738,rna10k
-0.007972401,0.0014806758,rna10k
-8.4299245e-05,0.0019442369,rna10k
-0.0018180257,0.0071865227,rna10k
-0.0049854596,0.010778177,rna10k
0.0028607242,0.0035739148,rna10k
0.0051687765,-0.0005833764,rna10k
0.010054069,-0.00038616502,rna10k
-0.0011524226,0.00663347,rna10k
-0.004770345,-0.0041668047,rna10k
0.00012694579,0.0026954936,rna10k
-0.0002788467,-0.005896728,rna10k
0.0012505926,-0.005488392,rna10k
-0.00083045056,-0.0064529805,rna10k
0.0029174394,0.0018517134,rna10k
-0.0069930544,-0.005295943,rna10k
0.0038324909,0.0016737822,rna10k
0.01725524,-0.0051008426,rna10k
0.0032192208,0.00045231485,rna10k
0.0011856547,-0.012357205,rna10k
0.0038348862,0.0015424016,rna10k
-0.006730562,0.001799212,rna10k
0.0011926949,0.005861856,rna10k
0.0069294902,-0.0060805962,rna10k
0.0031817912,0.002368871,rna10k
-0.0025001348,0.015038309,rna10k
0.003766711,0.0002624794,rna10k
-0.003025698,-0.004486797,rna10k
-0.0013416569,-0.006284286,rna10k
-0.0008578297,0.0072479104,rna10k
-0.0004261455,-0.0056124968,rna10k
-0.00114379,0.006245047,rna10k
0.0010635784,-0.0013697195,rna10k
0.0029803005,0.0027138419,rna10k
0.00021515199,0.013296,rna10k
-0.031130897,0.00016934931,rna10k
-0.005796294,-0.0024286692,rna10k
0.003210572,0.0009419353,rna10k
-0.0008092681,-0.004911041,rna10k
0.0026442946,-0.003264957,rna10k
0.009443287,0.019496012,rna10k
0.00087908306,-0.0063454737,rna10k
-0.017586539,-0.0024400812,rna10k
0.0044772816,-0.010806329,rna10k
0.01314426,-0.0029481056,rna10k
-0.009860215,0.0017279155,rna10k
0.011946709,-0.005541853,rna10k
-0.0028951403,-0.0045276824,rna10k
-0.00089388737,0.00398274,rna10k
-0.003887611,0.0071756775,rna10k
-0.0028548397,-0.0036583976,rna10k
0.015678853,-0.021928232,rna10k
-0.0065393443,0.0015402689,rna10k
0.0051501766,0.0003654832,rna10k
-0.010860063,-0.019730225,rna10k
-0.04490524,-0.0014806541,rna10k
0.0044123316,-0.021157557,rna10k
-0.0036123362,-0.0059088026,rna10k
-0.0035538005,-0.003583163,rna10k
0.0037142728,0.0013556752,rna10k
0.0005167119,-0.022991953,rna10k
0.0033392753,0.0023641563,rna10k
0.008683542,0.020076228,rna10k
0.0013064052,0.005620655,rna10k
0.007688422,-0.020358589,rna10k
0.0031360965,0.0024671364,rna10k
-0.0047213202,-0.0034979573,rna10k
-0.0029755952,0.0018349187,rna10k
-0.00038540337,-0.0011465151,rna10k
-0.0015563498,0.0016521426,rna10k
-0.010228321,0.0017398635,rna10k
0.0078009535,-0.0035152219,rna10k
-0.005080889,0.010628735,rna10k
-0.00811144,0.021645732,rna10k
-0.004674646,0.011326657,rna10k
0.0018746157,0.0024949685,rna10k
0.005772504,0.0015966389,rna10k
-0.0021363948,-0.0045643826,rna10k
-0.0057458216,-0.0066703064,rna10k
-0.0044295667,-0.0040566353,rna10k
0.0005730573,-0.0008134921,rna10k
-0.0020844913,-0.008812587,rna10k
-0.0021347879,0.006017035,rna10k
0.000569869,0.0017285825,rna10k
0.003851412,0.0011263103,rna10k
-0.0028996714,-0.00031404468,rna10k
-0.000556933,0.002127201,rna10k
-0.009705992,0.0019415624,rna10k
-0.003075635,0.0018524952,rna10k
0.0053704744,-0.00022901894,rna10k
0.0009802879,0.0024216138,rna10k
-0.008003228,-0.005674061,rna10k
-0.004451555,0.0030460448,rna10k
0.0014188492,0.0023249388,rna10k
0.006615583,0.019853206,rna10k
-0.0033515648,-0.0026771799,rna10k
0.0013667793,-0.02143776,rna10k
-0.0012582779,-0.003898618,rna10k
-0.0021212418,0.0076764324,rna10k
0.00095514563,0.0022786206,rna10k
0.004774976,0.01823734,rna10k
3.4264693e-05,-0.0058051036,rna10k
0.001626098,-0.019962486,rna10k
0.0011372449,-0.021872828,rna10k
-0.0013284575,-0.0061223935,rna10k
0.0017249774,0.0025405542,rna10k
-0.00884426,0.004064005,rna10k
-0.0049219048,-0.021329407,rna10k
-0.002924557,-0.022244249,rna10k
0.009317231,-0.0027100625,rna10k
0.00015080895,0.0028635398,rna10k
0.00034887253,0.0038098497,rna10k
0.018091667,0.0033868798,rna10k
-0.0048066266,0.022729075,rna10k
0.01751025,-0.0025674528,rna10k
0.0051191454,-0.00065393234,rna10k
-0.0035580345,0.007779271,rna10k
0.0045351353,-0.0065790345,rna10k
-0.0055376054,-0.021113629,rna10k
0.0012358208,0.0029755384,rna10k
-0.0045879344,0.009472708,rna10k
-0.003935038,-0.0048843413,rna10k
-0.00191747,-0.0019982953,rna10k
-0.006984113,0.0019278395,rna10k
-0.00874118,-0.0019436816,rna10k
0.01538212,-0.020967873,rna10k
0.0025551482,0.0019595635,rna10k
0.00010451268,0.020039158,rna10k
0.010687726,0.026048772,rna10k
0.0032667457,-0.002860967,rna10k
-0.0017800345,-0.0059848092,rna10k
-0.0047502425,0.0022091225,rna10k
0.0020380574,0.0050706356,rna10k
0.0029550882,7.58534e-05,rna10k
0.0031818787,6.377165e-05,rna10k
-0.0035583726,-0.0005931353,rna10k
0.0058511323,0.0019057452,rna10k
-0.0031939608,0.015049706,rna10k
-0.0063999584,-0.006573601,rna10k
0.012670268,-0.006447385,rna10k
-0.0025200003,-0.006253241,rna10k
-0.004819466,0.019703982,rna10k
0.0014299396,-0.0011757117,rna10k
-0.00103527,0.002370832,rna10k
-0.0033408955,0.0134456735,rna10k
0.017245546,-0.002313864,rna10k
0.0056114323,-0.0044337926,rna10k
-0.0007824379,0.00669276,rna10k
0.0061783483,-6.73626e-05,rna10k
-0.007934308,0.0019805473,rna10k
0.00031872492,-0.004226465,rna10k
0.0011470844,0.009397032,rna10k
0.002706854,0.0021937722,rna10k
0.0005065817,-0.0028497921,rna10k
0.0036075092,0.0020265651,rna10k
-0.0034202235,-0.0018212548,rna10k
0.0006563655,-0.020689582,rna10k
0.0024851235,0.0032317212,rna10k
-0.009063815,0.0007377645,rna10k
0.006070043,0.00037365203,rna10k
0.010010911,-0.02116533,rna10k
-0.009978195,0.00084668695,rna10k
0.0027839278,-0.00015548556,rna10k
-0.0025590274,0.0020136202,rna10k
-0.001015523,-0.006367355,rna10k
-0.00676616,0.0013530927,rna10k
-0.0050881864,0.0025075602,rna10k
-0.004269778,-0.0040751956,rna10k
0.001563786,0.0017548354,rna10k
-0.0029340147,-0.0023923921,rna10k
-0.006278687,0.0019718094,rna10k
-0.011760452,0.003944602,rna10k
-0.010037963,0.0014776576,rna10k
-0.010409188,-0.003546435,rna10k
0.012939946,-0.003147341,rna10k
-0.0007548671,-0.0066221603,rna10k
0.0009663152,-0.0012289619,rna10k
-0.01111028,-0.0050523384,rna10k
0.004911831,0.0011251868,rna10k
0.0036087849,0.004765045,rna10k
-0.0030732972,0.0075546145,rna10k
-0.0015196808,0.002309708,rna10k
-0.0025475428,-0.018016817,rna10k
0.0015571613,0.0020131194,rna10k
0.0025171286,-0.03812676,rna10k
0.0041080695,-0.0025127346,rna10k
-0.029297156,0.0015340016,rna10k
-0.0023546312,-0.006181146,rna10k
-0.0051486976,-0.0043116906,rna10k
-0.021637538,-0.0034766467,rna10k
0.0028576625,-0.0007233069,rna10k
-0.0041976236,0.0023578801,rna10k
0.0019492452,-0.0006617424,rna10k
-0.005083265,-0.00651512,rna10k
-0.0020855374,0.0076745357,rna10k
0.0004009521,-9.549123e-05,rna10k
-0.002097195,0.008741174,rna10k
0.0013589949,0.0032835465,rna10k
0.004481304,0.017689263,rna10k
-0.0018954612,-0.002271737,rna10k
0.017785052,-0.01473952,rna10k
-0.0010467191,0.00591175,rna10k
-0.003117377,-0.0063907923,rna10k
0.014318617,0.0015175233,rna10k
-0.0016294762,-0.0026601162,rna10k
0.0023907835,-0.0049975114,rna10k
-0.0056661153,0.0020986472,rna10k
-4.192317e-05,-0.0050288206,rna10k
0.0049165296,0.0020198468,rna10k
0.0040593236,-0.019002317,rna10k
-0.007261757,0.021133814,rna10k
-0.0153283635,0.015755272,rna10k
-0.0022409707,-0.00477392,rna10k
-0.021749265,0.003160123,rna10k
-0.0015724598,0.0021176117,rna10k
0.0012311978,-0.021330511,rna10k
-0.005077707,-0.0030314499,rna10k
0.0032287324,-0.00044934312,rna10k
-0.0030399335,0.008328384,rna10k
0.005658551,-0.005110932,rna10k
-0.001839777,0.0019392673,rna10k
0.002454491,-0.0006620992,rna10k
0.005012201,0.00037423975,rna10k
0.0042086532,-0.019983314,rna10k
0.005976976,0.0015147987,rna10k
0.0012529966,-0.0061675324,rna10k
-0.0015943479,-0.0065469653,rna10k
-0.0017972385,0.001930469,rna10k
0.009877254,0.01957582,rna10k
-0.0003438279,-0.0026407642,rna10k
0.00059953774,0.006450647,rna10k
0.010935676,-0.005761891,rna10k
0.004111204,0.0030059437,rna10k
-0.008490367,-0.018350953,rna10k
-0.007148893,0.0016163911,rna10k
-0.0043567885,-0.004025738,rna10k
-0.00062060775,-0.0062213903,rna10k
-0.000274972,0.0020571232,rna10k
0.0035144424,-0.0072990893,rna10k
0.004519871,0.018257683,rna10k
