x,y,dataset
-0.030569367,0.025228221,rna3k
-0.010065294,0.0033121742,rna3k
0.012621607,0.011799196,rna3k
0.0058539454,-0.038100023,rna3k
-0.0030541513,0.016754754,rna3k
-0.017132552,0.004181162,rna3k
0.009353093,-0.003886716,rna3k
-0.003294455,0.01334344,rna3k
0.033553343,-0.018093852,rna3k
-0.003819118,0.008808733,rna3k
-0.008769066,-0.019894524,rna3k
0.0011147959,-0.0058000577,rna3k
-0.0057691457,-0.033863895,rna3k
0.04595394,0.004586409,rna3k
-0.0055078203,0.02771044,rna3k
0.006849427,-0.04126387,rna3k
0.03036749,-0.0011085089,rna3k
0.046783905,0.002399757,rna3k
-0.039940577,0.04948555,rna3k
-0.0267436,-0.0055748266,rna3k
-0.005754325,0.02159114,rna3k
0.0016777959,-0.0056889234,rna3k
0.04140916,-0.013060708,rna3k
0.021807702,-0.020243023,rna3k
-0.0019069827,0.00356908,rna3k
0.015613232,-0.0054987473,rna3k
-0.039721537,-0.03310998,rna3k
-0.015044962,-0.023372209,rna3k
0.02429307,0.0020244962,rna3k
0.0055284193,-0.004592544,rna3k
0.010975907,0.0014336299,rna3k
0.008412045,-0.020673253,rna3k
-0.015152227,-0.025436822,rna3k
-0.003901462,0.011832831,rna3k
0.011111193,-0.014103555,rna3k
0.0021155952,-0.005180911,rna3k
-0.009892869,0.012115841,rna3k
-0.011993837,-0.0017753765,rna3k
-0.01753417,-0.0011542377,rna3k
-0.019018212,-0.02519411,rna3k
-0.028843699,0.019271506,rna3k
-0.023228033,0.017907709,rna3k
-0.025278302,-0.040615205,rna3k
0.012116712,-0.019320387,rna3k
0.0056008617,0.0028625736,rna3k
-0.01839262,-0.008953475,rna3k
0.018892206,-0.016451163,rna3k
-0.004810732,-0.014925033,rna3k
-0.008592535,-0.035525825,rna3k
-0.0023681128,-0.017657677,rna3k
0.001876359,-0.011563187,rna3k
0.015292662,0.0015043196,rna3k
-0.010314753,0.023417598,rna3k
0.0044197966,-0.007963454,rna3k
-0.012961943,0.01569042,rna3k
0.023549607,0.014271123,rna3k
-0.0033078585,-0.03358217,rna3k
-0.010755767,0.004628913,rna3k
0.02282296,-0.013576593,rna3k
1.49089865e-05,0.017274555,rna3k
-0.041834727,-0.03662925,rna3k
0.032270268,0.009200395,rna3k
-0.025982957,0.011440871,rna3k
0.008399124,-0.0016257525,rna3k
-0.0038331423,0.00799866,rna3k
-0.013345764,-0.00044196934,rna3k
0.010874415,0.003784478,rna3k
-0.03331955,0.026146086,rna3k
-0.011386805,0.013187269,rna3k
-0.025227036,-0.029223025,rna3k
-0.02407027,-0.05438073,rna3k
0.023842268,-0.012797351,rna3k
-0.002231938,0.019811874,rna3k
0.01752724,0.018968223,rna3k
-0.012001688,0.04173492,rna3k
-0.0012384508,-0.018555291,rna3k
0.027920745,-0.019413289,rna3k
0.03204181,-0.00598254,rna3k
-0.0044142837,-0.010384485,rna3k
0.022176987,0.014561865,rna3k
-0.0025374207,-0.00791689,rna3k
-0.0037207103,-0.008923693,rna3k
-0.0404543,-0.036952905,rna3k
0.017477436,0.009172682,rna3k
0.015112926,-0.020929787,rna3k
0.006245545,-0.012225011,rna3k
-0.05509961,0.024482641,rna3k
0.0048571043,0.003961388,rna3k
0.022166645,-0.03007907,rna3k
-0.058067996,0.00889983,rna3k
0.02050318,-0.005053687,rna3k
-0.0036032528,-0.0023245388,rna3k
0.03373968,-0.026888032,rna3k
-0.037655354,0.0009537031,rna3k
-0.010366896,3.2902044e-05,rna3k
0.032557957,-0.022911593,rna3k
0.007812136,0.021043923,rna3k
-0.0056341277,0.0084820585,rna3k
0.0113445185,-0.013644261,rna3k
-0.026823923,-0.0018067153,rna3k
-0.0673679,0.0010070066,rna3k
-0.012816476,0.0011565945,rna3k
-0.012208729,0.034915183,rna3k
-0.026656618,-0.0026514973,rna3k
0.013969639,0.020462153,rna3k
0.0023455655,-0.019911116,rna3k
-0.011143154,0.05815102,rna3k
0.01927945,-0.0056673465,rna3k
-0.004285766,0.0012060289,rna3k
-0.025981518,-0.060447484,rna3k
-0.026564233,-0.0023690672,rna3k
-0.0328204,0.0004295996,rna3k
0.0143258935,-0.018452896,rna3k
0.036606967,0.0016740694,rna3k
0.023579676,-0.020587146,rna3k
-0.008407732,0.032534182,rna3k
0.02457465,0.010399412,rna3k
-0.006611413,-0.020938559,rna3k
0.010796057,0.000724182,rna3k
0.0017367078,-0.021814676,rna3k
0.010638754,0.0067456863,rna3k
0.0048459386,0.035155315,rna3k
-0.021566065,-0.034232143,rna3k
0.0042819693,0.016485645,rna3k
-0.0011067231,-0.015471471,rna3k
0.0050742067,0.0021047476,rna3k
-0.00033985358,-0.02573303,rna3k
-0.021970684,-0.044211995,rna3k
-0.0047250465,0.007423232,rna3k
-0.011603102,-0.026315706,rna3k
0.016407976,0.008551056,rna3k
-0.009735976,-0.0072770547,rna3k
0.0061796997,-0.028449826,rna3k
0.02779083,-0.023621581,rna3k
0.018871713,-0.01131426,rna3k
0.016863333,0.03939863,rna3k
0.013798805,0.016483217,rna3k
0.013544969,-0.00950754,rna3k
-0.03347496,-0.011966279,rna3k
0.0045176237,-0.0032486182,rna3k
0.0033329322,-0.0284061,rna3k
0.023961453,-0.017166564,rna3k
0.018863851,0.0120185185,rna3k
0.0019670704,0.036905568,rna3k
0.006971821,0.010021889,rna3k
0.0030410616,0.020852659,rna3k
0.01943932,0.0304684,rna3k
-0.0033256402,-0.017142968,rna3k
-0.019984586,-0.002954299,rna3k
0.0019167035,0.005149339,rna3k
0.0022215177,0.046622507,rna3k
0.011390289,0.012261069,rna3k
-0.02815768,0.017245226,rna3k
-0.02121334,-0.035815112,rna3k
-0.0133298,0.002128931,rna3k
0.04171628,-0.012017144,rna3k
0.02464253,-0.023256654,rna3k
0.022790208,0.03477143,rna3k
-0.02375299,0.014030766,rna3k
0.005409833,-0.01254883,rna3k
0.011318497,0.031990103,rna3k
0.002167578,0.0057317037,rna3k
-0.034873046,0.020981684,rna3k
0.028401233,0.0043225503,rna3k
-0.008731335,0.0060158633,rna3k
-0.0017445404,-0.011993098,rna3k
0.005892844,-0.025805,rna3k
-0.008465712,-0.0020587586,rna3k
0.0034124248,-0.026758036,rna3k
0.0014833354,0.012333469,rna3k
0.0036983055,-0.017127512,rna3k
-0.0064930925,0.007320531,rna3k
0.011369515,-0.012609678,rna3k
-0.004607667,0.004284147,rna3k
0.0066885864,0.0011166503,rna3k
0.0014705227,0.02706592,rna3k
-0.04914974,0.021998543,rna3k
-1.2067186e-05,-0.011406522,rna3k
0.025951702,-0.01406054,rna3k
-0.006071785,-0.008285893,rna3k
0.0054784217,-0.028779905,rna3k
-0.038653526,-0.0057350644,rna3k
-0.012196193,-0.011960905,rna3k
-0.025617104,0.031919166,rna3k
0.015154441,-0.011935286,rna3k
-0.021776639,-0.014015606,rna3k
0.016555462,0.006391291,rna3k
0.006537274,0.009554288,rna3k
-0.0048392336,-0.028594432,rna3k
0.0049674446,0.020947391,rna3k
0.004142848,-0.015298498,rna3k
-0.0033272586,0.0122247785,rna3k
-0.0031252461,0.013618042,rna3k
0.0074796514,0.011206648,rna3k
0.045669477,0.0011425678,rna3k
-0.015632043,-0.00022308665,rna3k
0.010515664,0.012248922,rna3k
0.005480568,-0.025161715,rna3k
0.0022110858,0.017203266,rna3k
-0.01920505,0.01793459,rna3k
-0.032273192,0.0064588543,rna3k
0.0038241833,0.021731205,rna3k
0.019361561,0.034314483,rna3k
-0.020000244,0.021077443,rna3k
0.03583639,-0.022836741,rna3k
0.037358306,0.00024887372,rna3k
0.016728135,0.0036054046,rna3k
-0.0123257125,0.030528542,rna3k
0.03540649,-0.029692046,rna3k
0.007881983,-0.027444523,rna3k
0.00022491613,0.011133369,rna3k
0.016525013,0.023819992,rna3k
0.028324535,0.016516544,rna3k
0.009342958,0.0016746732,rna3k
-0.009186811,-0.011661261,rna3k
0.035368018,-0.019843945,rna3k
0.020808574,0.0068401033,rna3k
0.0071583856,-0.03375681,rna3k
0.0027460617,-0.0011109457,rna3k
-0.0055314275,-0.031200932,rna3k
-0.0062217535,-0.018217493,rna3k
-0.0037396946,-0.02832281,rna3k
0.032934915,-0.013360879,rna3k
0.010902136,0.023237461,rna3k
-0.00147247,0.007992856,rna3k
-0.009045493,-0.015403578,rna3k
-0.024468347,-0.0030038091,rna3k
0.00351084,-0.015942564,rna3k
-0.010901414,-0.003233477,rna3k
0.030424457,0.012876978,rna3k
-0.033055592,0.027555399,rna3k
-0.009901137,-0.0027087408,rna3k
-0.022175362,-0.03296542,rna3k
-0.019659769,-0.04755247,rna3k
-0.03374753,0.018844986,rna3k
0.0014061383,-0.009989684,rna3k
-0.009206996,-0.024854613,rna3k
0.03804295,-0.025883336,rna3k
0.020745127,0.009349213,rna3k
0.037482668,0.007046085,rna3k
0.018341118,-0.011943744,rna3k
0.017023254,-0.021094792,rna3k
0.026971582,-0.011734011,rna3k
0.008858444,-0.020818723,rna3k
0.028313838,-0.031890705,rna3k
-0.05200886,0.041123174,rna3k
0.0139381,0.03262308,rna3k
-0.009716057,-0.016823467,rna3k
-0.0077392464,0.010711968,rna3k
0.013391325,0.02049263,rna3k
0.008696049,0.013170224,rna3k
-0.017428897,-0.0044139284,rna3k
-0.0006244832,-0.013077811,rna3k
0.018494606,-0.0019503109,rna3k
-0.023481455,0.0024238313,rna3k
0.04662212,-0.011688348,rna3k
0.001817424,0.009928641,rna3k
0.013569599,0.008466014,rna3k
-0.009547991,-0.0066188397,rna3k
-0.0014112274,-0.01793989,rna3k
0.0069043026,-0.021819502,rna3k
0.0017806825,-0.025917824,rna3k
0.024714643,0.0061528953,rna3k
0.044702414,0.008618824,rna3k
-0.01429725,-0.028659316,rna3k
0.002518623,-0.012800802,rna3k
-0.022599593,0.04817791,rna3k
0.0033853485,0.026358036,rna3k
0.007784649,0.011163485,rna3k
-0.013233989,-0.021295898,rna3k
-0.008448505,-0.022871323,rna3k
0.007491321,0.01649953,rna3k
-0.01676252,-0.007951944,rna3k
-0.012863237,-0.028821351,rna3k
-0.0019686008,-0.0046462356,rna3k
0.0157094,-0.021749387,rna3k
0.007954222,0.010947301,rna3k
-0.008078482,0.02188354,rna3k
-0.017844744,-0.024439855,rna3k
0.01050663,0.0025983718,rna3k
-0.0107404655,0.020834653,rna3k
-0.011410084,-0.020440591,rna3k
0.003570627,0.013890951,rna3k
0.0031887207,-0.0123404665,rna3k
-0.019004142,-0.006840555,rna3k
0.010413944,0.032018483,rna3k
-0.021512318,0.0128623815,rna3k
-0.007659049,-0.0050063725,rna3k
0.0008894254,0.009824272,rna3k
-0.004166308,0.028046602,rna3k
0.012182051,-0.008877578,rna3k
-0.03491323,-0.021032793,rna3k
-0.01567955,-0.018755551,rna3k
0.026121685,-0.01979245,rna3k
-0.01931405,0.011369841,rna3k
0.009668951,-0.004585595,rna3k
-0.046241388,0.03187015,rna3k
-0.00467224,-0.0018844855,rna3k
0.04107765,-0.020776408,rna3k
-0.0006325396,0.009356683,rna3k
0.026609875,0.0082901465,rna3k
-0.047511805,-0.025639923,rna3k
0.002828623,-0.012159936,rna3k
-0.013649284,0.013821005,rna3k
-0.043582745,0.017515082,rna3k
0.007233025,-0.0039761965,rna3k
-0.011595316,0.018538503,rna3k
0.034119662,0.011406684,rna3k
0.006672114,-0.015463509,rna3k
0.006853489,0.0013275861,rna3k
-0.022185171,-0.020178374,rna3k
-0.008456935,0.0022085242,rna3k
-0.019491628,0.020897673,rna3k
-0.014905019,-0.019571831,rna3k
-0.0075584394,0.014243641,rna3k
0.008598352,-0.0009233324,rna3k
0.006838446,0.0068697203,rna3k
-0.01135862,-0.015823001,rna3k
-0.015003217,0.03237811,rna3k
0.00674436,-0.017342526,rna3k
0.002112654,-0.013356585,rna3k
0.015938314,0.03235072,rna3k
-0.020694492,0.0035024476,rna3k
0.019985931,0.0057670125,rna3k
-0.020731336,-0.005327554,rna3k
-0.018936386,-0.020036848,rna3k
-0.022393433,-0.021765701,rna3k
-0.005432067,-0.018063035,rna3k
-0.016396228,0.011928493,rna3k
-2.935927e-05,0.016350003,rna3k
-0.017633729,0.004991586,rna3k
-0.005443116,0.0046337442,rna3k
0.018887097,0.0023556787,rna3k
0.002868523,0.024125848,rna3k
-0.02758327,0.01191479,rna3k
0.022664018,0.014381622,rna3k
0.019520383,0.026655002,rna3k
0.037494443,-0.016444966,rna3k
0.009408601,0.05546581,rna3k
-0.012617415,-0.04531053,rna3k
-0.009483902,-0.011998367,rna3k
-0.017904941,0.008952871,rna3k
-0.0041410625,0.008549307,rna3k
-0.027804594,0.014649038,rna3k
-0.01707858,-0.03466581,rna3k
0.03296318,-0.012769712,rna3k
-0.040700007,0.012407247,rna3k
0.0071676834,0.026245868,rna3k
0.006136975,-0.0064447927,rna3k
-0.0048784944,-0.013597133,rna3k
0.008101871,-0.020754188,rna3k
0.008021994,-0.009846911,rna3k
0.009580781,-0.034308422,rna3k
-0.01179677,-0.036253344,rna3k
-0.020311935,-0.023115247,rna3k
0.0069487807,-0.028045215,rna3k
0.015327986,-0.027465336,rna3k
0.017767083,-0.004576485,rna3k
0.05297343,0.019086102,rna3k
-0.0057763583,-0.031626657,rna3k
0.020535173,-0.019774929,rna3k
-0.015568035,0.017337438,rna3k
-0.01212302,0.01990062,rna3k
0.014067308,-0.0028874592,rna3k
0.000253273,-0.00027038608,rna3k
-0.027105376,-0.036681622,rna3k
-0.02882734,0.027753785,rna3k
-0.003983979,0.0075902026,rna3k
-0.0072095525,0.0074885446,rna3k
0.04427615,0.0038149282,rna3k
-0.003755106,0.009755437,rna3k
-0.027499598,0.024878565,rna3k
0.004846298,0.001975329,rna3k
0.0012349022,0.0031573093,rna3k
0.0002262058,-0.007933996,rna3k
-0.00999575,0.016553018,rna3k
0.0018013647,-0.000640673,rna3k
0.008654212,0.012593523,rna3k
-0.028561791,-0.033138707,rna3k
-0.050342225,0.01526999,rna3k
0.017839726,0.014898803,rna3k
0.0009528251,0.00082278706,rna3k
0.002244733,0.01341651,rna3k
0.03144072,0.013599505,rna3k
0.046349093,-0.009088818,rna3k
0.01800105,0.0058128564,rna3k
-0.0027976953,-0.021117387,rna3k
-0.00032204515,0.0208284,rna3k
0.010611712,0.028642524,rna3k
0.0069640917,-0.00969744,rna3k
-0.020405466,0.015854241,rna3k
-0.008647059,-0.017788578,rna3k
0.014693737,-0.0012075508,rna3k
-0.010106448,-0.010745173,rna3k
-0.0027453755,-0.013900235,rna3k
0.020185886,0.010045355,rna3k
0.006885018,-0.010416069,rna3k
-0.025153566,-0.012415901,rna3k
0.016520048,0.0028767553,rna3k
-0.02247666,0.010361272,rna3k
-0.013100219,-0.0012302708,rna3k
0.033895995,-0.006041841,rna3k
-0.029096212,0.016078096,rna3k
-0.032808434,0.018099355,rna3k
-0.019074287,0.03288009,rna3k
2.5465677e-05,-0.007283157,rna3k
0.011195224,0.024191724,rna3k
-0.020382078,0.009546899,rna3k
-0.006817068,-0.008760927,rna3k
-0.0006704639,0.03452218,rna3k
-0.012481622,-0.007005008,rna3k
0.023939356,-0.0040421686,rna3k
0.040084805,-0.007085755,rna3k
-0.008910179,0.01985927,rna3k
0.046457678,-0.0014760444,rna3k
0.00843519,0.040936254,rna3k
-0.03717195,0.053858437,rna3k
0.008494022,0.030878186,rna3k
0.004625407,0.0015884023,rna3k
0.01891218,-0.004370322,rna3k
-0.016619483,-0.04139113,rna3k
-0.04616173,0.012068651,rna3k
-0.044192016,0.012505056,rna3k
-0.00043123655,0.01741699,rna3k
-0.008777906,-0.018583253,rna3k
-0.0020599742,0.02863789,rna3k
0.0012403249,0.00063909934,rna3k
0.012111035,0.021399366,rna3k
0.0003305382,-0.0040520136,rna3k
0.018129312,-0.00013455607,rna3k
-0.033074748,0.022007994,rna3k
-0.014506952,-0.004865292,rna3k
-0.034872703,-0.03558143,rna3k
0.008511082,-0.011258947,rna3k
-0.024186004,-0.0037875753,rna3k
0.005258309,-0.022275398,rna3k
0.017237153,-0.028975388,rna3k
-0.006063716,-0.007584625,rna3k
0.009406735,0.0060453606,rna3k
-0.0059073386,0.007778783,rna3k
-0.020241428,-0.000896542,rna3k
-0.015713489,-0.014692074,rna3k
-0.0074499175,-0.015769333,rna3k
0.011145476,-0.0048280833,rna3k
0.024332883,0.025643595,rna3k
0.03030073,-0.0059782336,rna3k
-0.035190467,0.013553305,rna3k
-0.0070172665,0.009383937,rna3k
-0.04587194,0.034363396,rna3k
0.009341585,0.0009824272,rna3k
-0.0035496796,0.022161398,rna3k
0.013983019,0.020167625,rna3k
-0.011804891,0.01702667,rna3k
-0.0029627269,0.008392726,rna3k
-0.014677588,0.01817964,rna3k
-0.0017235206,0.014386101,rna3k
-0.018866766,0.005458727,rna3k
0.0002766066,0.004943663,rna3k
-0.03191485,0.010326663,rna3k
0.013760197,-0.013114152,rna3k
0.010847932,0.0315528,rna3k
-0.016281398,0.011907782,rna3k
-0.01667942,-0.027294075,rna3k
-0.0025483794,0.014879995,rna3k
0.0065622334,-0.012099432,rna3k
-0.020569813,0.025076473,rna3k
-0.0058713756,0.025494032,rna3k
0.035664115,-0.008587522,rna3k
-0.00058853603,-0.0176081,rna3k
-0.03419121,-0.009411004,rna3k
-0.009199457,-0.011978261,rna3k
-0.002724126,0.015069279,rna3k
-0.0025620242,-0.0112206,rna3k
0.021016689,0.024576431,rna3k
0.03413742,-0.015026823,rna3k
0.0048343753,0.0032363026,rna3k
0.00021414671,-0.00969525,rna3k
0.021762112,0.022183673,rna3k
-0.023345698,0.010113274,rna3k
-0.017883241,-0.02578383,rna3k
-0.0034504456,0.008816808,rna3k
-0.010469218,0.025315857,rna3k
-0.004846376,-0.017737778,rna3k
-0.0020645952,-0.004712863,rna3k
0.0017382086,-0.005465798,rna3k
-0.00876861,0.015431662,rna3k
0.028831173,-0.012053897,rna3k
-0.0046777003,-0.009036759,rna3k
0.006334927,-0.0022554563,rna3k
-0.012897362,-0.0025986682,rna3k
-0.024508959,-0.029188624,rna3k
0.015349874,0.03540156,rna3k
-0.011073048,-0.00717404,rna3k
-0.02301224,0.03496323,rna3k
0.032308225,-0.0067634527,rna3k
-0.018568028,-0.024749866,rna3k
-0.014250328,0.0037052871,rna3k
-0.0070296926,-0.0064942306,rna3k
-0.010173732,0.026426157,rna3k
0.0422059,-0.017441783,rna3k
0.011069907,-0.0008813073,rna3k
-0.012010135,0.02434549,rna3k
0.008697207,0.02210422,rna3k
0.0054813167,-0.03553114,rna3k
-0.0015888703,0.0045023947,rna3k
0.0006889416,-0.013304281,rna3k
0.0023330231,0.033506375,rna3k
-0.0014114173,-0.019106891,rna3k
-0.009178779,0.0089505175,rna3k
0.03976493,-0.016374165,rna3k
0.010903528,-0.02120382,rna3k
-0.0067665917,-0.005462128,rna3k
0.010721645,-0.01951255,rna3k
-0.023903314,-0.039007697,rna3k
-0.031882748,0.01676194,rna3k
0.0046288725,-0.004679485,rna3k
0.011090371,-0.0076867635,rna3k
0.030842142,-0.016924059,rna3k
0.0049028457,0.006437667,rna3k
-0.024332952,0.032632623,rna3k
-0.01770405,-0.011526073,rna3k
0.0056998543,-0.0074181953,rna3k
-0.015145404,-0.05210329,rna3k
0.00816666,-0.008639982,rna3k
0.020388309,0.0142029505,rna3k
0.0002101762,0.0025185135,rna3k
0.004829232,-0.0024381648,rna3k
-0.010377379,0.024769833,rna3k
-0.015085162,-0.02153081,rna3k
-0.009074665,-0.015993247,rna3k
0.033384033,-0.021809539,rna3k
-0.009118531,0.00584735,rna3k
-0.015298782,0.02796262,rna3k
-0.01680398,0.0013178013,rna3k
0.0047583976,-0.0040574474,rna3k
0.0050781453,-0.008974477,rna3k
-0.010417034,0.002679161,rna3k
-0.019257499,-0.010281788,rna3k
0.00096062483,0.016810829,rna3k
0.009441011,-0.0424912,rna3k
0.001051532,-0.0012793033,rna3k
-0.03885032,0.030270271,rna3k
0.0043125562,0.0033335888,rna3k
-0.007228259,-0.037344817,rna3k
-0.009675055,-0.0039319163,rna3k
0.004718209,-0.017754002,rna3k
-0.00355141,0.007072655,rna3k
0.0007365966,0.026039332,rna3k
0.0047028856,-0.018890643,rna3k
-0.018375754,-0.013078247,rna3k
-0.024934826,0.016524144,rna3k
-0.014822467,0.027252588,rna3k
-0.014653961,-0.008485597,rna3k
-0.027718473,-0.013123821,rna3k
0.022160271,-0.026062867,rna3k
0.0011906503,0.015075925,rna3k
-0.019241828,-0.0085691465,rna3k
0.018575374,-0.015777549,rna3k
-0.022397036,0.009677185,rna3k
-0.0043228506,0.010871157,rna3k
0.008726797,0.0021641352,rna3k
-0.011986409,0.011846492,rna3k
0.0029807806,-0.015337108,rna3k
-0.038967703,0.027445285,rna3k
-0.010985023,-0.019938618,rna3k
0.033262227,0.006479211,rna3k
-0.016224666,0.014374852,rna3k
-0.000123541,0.009750311,rna3k
-0.02512592,-0.017025542,rna3k
0.013468257,-0.021131936,rna3k
0.004098039,0.034866326,rna3k
-0.0051897853,-0.016404454,rna3k
0.0015267516,-0.008828219,rna3k
0.002656174,0.013552,rna3k
-0.0007242407,-0.030273812,rna3k
0.017383866,-0.0054326393,rna3k
-0.0048911055,0.02230985,rna3k
0.0041492926,0.004456725,rna3k
-0.012075896,-0.04205753,rna3k
-0.009430485,-0.0113045275,rna3k
-0.003977431,-0.012172488,rna3k
-0.0176184,-0.020303935,rna3k
0.0008251348,0.013521583,rna3k
-0.010382636,0.014808982,rna3k
-0.015251105,0.00917975,rna3k
0.00914649,-0.0142532475,rna3k
-0.032906353,0.0026608557,rna3k
-0.0046183956,-0.0020607505,rna3k
0.004422289,0.015551557,rna3k
-0.005856231,0.008429911,rna3k
-0.008648161,0.0055229017,rna3k
0.014460607,-0.01966672,rna3k
-0.0020819274,0.01607428,rna3k
0.008375361,0.017196896,rna3k
0.039587077,-0.021133404,rna3k
-0.017082669,0.0015848106,rna3k
-0.016620696,-0.008779255,rna3k
0.023570996,-0.019522969,rna3k
-0.022450985,0.012543312,rna3k
-0.013792644,0.011982162,rna3k
-0.0055118245,-0.030362155,rna3k
0.016478788,0.0016522323,rna3k
0.028404405,0.018895514,rna3k
-0.001648021,0.014530574,rna3k
-0.03820231,-0.011161344,rna3k
0.014083608,0.009024191,rna3k
0.010984472,0.053091384,rna3k
0.0007145599,0.025334666,rna3k
-0.0041389246,-0.006004073,rna3k
0.007952664,-0.014245965,rna3k
-0.0011838624,0.0035193663,rna3k
0.010748293,0.0062491014,rna3k
0.012175103,-0.019890606,rna3k
-0.025956664,-0.03646939,rna3k
-0.0052632205,0.003046178,rna3k
0.021625686,-0.015049702,rna3k
-0.012742621,0.0028243982,rna3k
0.051316895,-0.0009190575,rna3k
0.012294325,0.013326465,rna3k
0.006891888,-0.005926303,rna3k
0.03522318,-0.009021779,rna3k
0.005544723,-0.005110714,rna3k
-0.015929548,0.022613555,rna3k
-0.0008873752,-0.010581417,rna3k
-0.004739347,-0.011180862,rna3k
-0.031901654,-0.029123977,rna3k
-0.01397154,0.016148077,rna3k
-0.018819556,0.019253135,rna3k
0.00636192,0.0012612251,rna3k
0.00452626,0.012134306,rna3k
0.04604265,0.0015946502,rna3k
0.014699015,-0.020238994,rna3k
0.003251374,-0.00059801055,rna3k
0.027265795,-0.00975864,rna3k
0.019109411,-0.0060833655,rna3k
0.004322223,0.024829902,rna3k
-0.009501546,0.019589946,rna3k
0.01467625,-0.025106253,rna3k
0.0052480134,0.03023982,rna3k
-0.014401837,0.014736669,rna3k
0.006911095,-0.008299135,rna3k
-0.004554716,0.040614847,rna3k
0.0055023544,-0.020537874,rna3k
0.0010718167,0.0045353975,rna3k
-0.009975899,-0.00044140327,rna3k
-0.026106428,0.0038371356,rna3k
-0.0045985747,0.005537772,rna3k
0.0005387281,-0.034714773,rna3k
-0.0034274878,-0.038761526,rna3k
0.00038013392,-0.014606586,rna3k
0.014139905,0.019669086,rna3k
0.022713104,0.019090746,rna3k
-0.018269287,-0.053510953,rna3k
-0.023983223,0.010482859,rna3k
-0.020776132,0.015076818,rna3k
0.004876652,-0.010318903,rna3k
-0.023872536,-0.029654581,rna3k
-0.013003879,-0.038745992,rna3k
-0.034324612,-0.034383193,rna3k
-0.0031831632,-0.022072906,rna3k
0.016586317,0.037406728,rna3k
0.02331925,0.030633625,rna3k
0.017183036,-0.007943442,rna3k
-0.0017089775,-0.029397411,rna3k
-0.0027175138,0.039689366,rna3k
-0.0016556169,0.046410657,rna3k
0.008784768,-0.018057358,rna3k
0.033620145,0.033457097,rna3k
0.008018283,0.0012881594,rna3k
-0.02738102,0.017736722,rna3k
-0.0070936065,-0.0015129814,rna3k
